Timestamp,date prepared,service request date,Received Via,Agent / Client,Billing Party,Vessel/ Voyage ,Vessel Type,ETA /POB,Port,Terminal,Service Type,Service Provider,#Tugs Required,Date Approved,Approving Personnel, , ,Email Address,STATUS,COS,Remarks,COS#,vessel#,vessel name,port#,port name,terminal #,terminal name,,,,
7/24/2024,7/24/2024,7/24/2024,Viber,JC&V,,MV HC PIONEER,Foreign,7/26/2024,DAVAO,TSI,Docking / Undocking,MMSI,1/2/1900,7/24/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/25/2024,7/25/2024,7/25/2024,Email,SMITHBELL,,MV OCEAN GRACIOUS,Foreign,7/27/2024,DAVAO,HOLCIM,Docking / Undocking,MMSI,1/2/1900,7/25/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/25/2024,7/25/2024,7/25/2024,Call,SMC SHIPPING ,,SL MOLAVE,Local,7/30/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,7/26/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/27/2024,7/27/2024,7/27/2024,Viber,OMS,,TUAN DONG 36,Foreign,8/3/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,7/27/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,1/8/2024,1/8/2024,Viber,IOC,,MT AVA V309,Local,3/8/2024,Davao,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,1/8/2024,1/8/2024,Viber,IOC,,MT AVA V309,Local,3/8/2024,CPI,Davao,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,1/8/2024,1/8/2024,Viber,IOC,,MT AVA V310,Local,8/8/2024,Davao,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,1/8/2024,1/8/2024,Viber,IOC,,MT AVA V310,Local,8/8/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,1/8/2024,1/8/2024,Viber,IOC,,MT AVA V311,Local,12/8/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,1/8/2024,1/8/2024,Viber,IOC,,MT AVA V311,Local,12/8/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V309,Local,8/3/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V310,Local,8/8/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V311,Local,8/12/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT PANGLAO V868,Local,8/12/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketings.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT PANGLAO V868,Local,8/12/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketings.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V312,Local,8/16/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MY AVA V312,Local,8/16/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V312,Local,8/16/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V313,Local,8/22/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V313,Local,8/22/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V313,Local,8/22/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT MARINGAL V276,Local,8/23/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT MARINGAL V276,Local,8/23/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V314,Local,8/25/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V314,Local,8/25/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V314,Local,8/25/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V315,Local,8/29/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V315,Local,8/29/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/1/2024,8/1/2024,8/1/2024,Viber,IOC,,MT AVA V315,Local,8/29/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,8/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/5/2024,8/5/2024,8/5/2024,Call,NARRA TANKERS CORP,,NTC FALCON,Local,8/6/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,8/6/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/5/2024,8/5/2024,8/5/2024,Viber,OMS,,OCEAN BRIGHT,Foreign,8/11/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,8/6/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/6/2024,8/6/2024,8/6/2024,Email,SMITH BELL SHIPPING INC.,,MT ENERGY ACHILLES,Foreign,8/7/2024,SUBIC,PPC,Docking / Undocking,Other tug provider,1/2/1900,8/6/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/6/2024,8/6/2024,8/6/2024,Email,SMITH BELL SHIPPING INC,,MT ENERGY ACHILLES,Foreign,8/9/2024,SARIAYA,AZORA,Docking / Undocking,Other tug provider,1/2/1900,8/6/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/6/2024,8/6/2024,8/6/2024,Email,FOUR DRAGONS SHIPPING SERVICES,,MT FJELLANGER,Foreign,8/11/2024,SARIAYA,AZORA,Docking / Undocking,Other tug provider,1/2/1900,8/6/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/6/2024,8/6/2024,8/6/2024,Email,FOUR DRAGONS SHIPPING SERVICES,,MT FJELLANGER,Foreign,8/12/2024,SUBIC,PPC,Docking / Undocking,Other tug provider,1/3/1900,8/6/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,JC&V,,MV DIAVOLEZZA,Foreign,8/14/2024,DAVAO,TSI,Docking / Undocking,MMSI,1/2/1900,8/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Email,"GAC Philippines, Inc",,MT VOLTA,Foreign,8/12/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/3/1900,8/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Email,"GAC PHILIPPINES, INC",,MT QUI CHI,Foreign,8/10/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/7/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MARINGAL,Local,8/11/2024,BATANGAS,SRDC BATANGAS,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MARINGAL,Local,8/11/2024,CEBU,LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MALINGAP,Local,8/18/2024,BATANGAS,SRDC BATANGAS,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MARINGAL,Local,8/21/2024,CEBU,LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MALINGAP,Local,8/11/2024,BATANGAS,SRDC BATANGAS,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MALINGAP,Local,8/13/2024,CEBU,LAPU-LAPU,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2024,8/7/2024,8/7/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION,,MT MALINGAP,Local,8/16/2024,DAVAO,SASA,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/8/2024,8/8/2024,8/8/2024,Viber,INSULAR OIL CORPORATION,,CHELSEA ENDURANCE,Local,8/8/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/9/2024,8/8/2024,8/8/2024,Call,NARRA TANKER CORP,,NTC TANKER,Local,8/9/2024,DAVAO,ANCHORAGE/Rewatering,Docking / Undocking,MMSI,1/1/1900,8/8/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/9/2024,8/9/2024,8/9/2024,Call,SMC SHIPPING & LIGHTERAGE CORP,,SL MOLAVE,Local,8/9/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,8/9/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/12/2024,8/12/2024,8/12/2024,Viber,"WINDBAY SHIPPING & LOGISTICS, INC.",,MV YANGZE 32,Foreign,9/8/2024,DAVAO,LEGASPI OIL,Docking / Undocking,MMSI,1/3/1900,8/12/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/13/2024,8/13/2024,8/13/2024,Viber,FOUR DRAGONS SHIPPING SERVICES,,MT HAFNIA AMETRINE,Foreign,8/22/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/13/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/13/2024,8/13/2024,8/13/2024,Viber,FOUR DRAGONS SHIPPING SERVICES,,MT HAFNIA AMETRINE,Foreign,8/22/2024,DAVAO,IOC,Tending,MMSI,1/2/1900,8/13/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/14/2024,8/14/2024,8/14/2024,Viber,PHILIPPINE TRANSWORLD SHIPPING CORPORATION,,MT SILVER LEO,Foreign,8/18/2024,BATANGAS,BBTI,Docking / Undocking,MMSI,1/2/1900,8/14/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/15/2024,8/15/2024,8/15/2024,Email,"MAR-SHIPS AGENCY, INC",,MT SEAPROMISE V1,Foreign,8/20/2024,DAVAO,DBCOM,Docking / Undocking,MMSI,1/2/1900,8/15/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/17/2024,8/17/2024,8/17/2024,Call,NARRA TANKER CORP,,NTC FLAMINGO,Local,8/19/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,8/17/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/19/2024,8/19/2024,8/19/2024,Viber,BEN LINE AGENCIES PHILS INC.,,ZHONG QUAN 7,Foreign,8/19/2024,DAVAO,SASA,Escort/Anchoring,MMSI,1/2/1900,8/19/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/19/2024,8/19/2024,8/19/2024,Email,"GAC PHILIPPINES, INC.",,PUFFIN PACIFIC,Foreign,8/27/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,8/19/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/21/2024,8/21/2024,8/21/2024,Viber,"SEADOVE MARITIME SERVICES, INC",,MV VIEN DONG 3,Foreign,8/24/2024,DAVAO,SASA,Docking / Undocking,MMSI,1/2/1900,8/21/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,1,,APPROVED,375,,,,,,,,,
8/22/2024,8/22/2024,8/22/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC.",,AN THINH PHU 08,Foreign,8/24/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,8/22/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,2,,APPROVED,0287,,,,,,,,,
8/22/2024,8/22/2024,8/22/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC.",,TRUONG AN 05,Foreign,8/24/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,8/22/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,3,,APPROVED,,,,,,,,,,
8/22/2024,8/22/2024,8/22/2024,Viber,OMS SHIPPING SERVICES & LOGISTICS. INC.,,VINH QUANG STAR,Foreign,8/29/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,8/22/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,4,,APPROVED,,,,,,,,,,
8/23/2024,8/23/2024,8/23/2024,Email,"GAC PHILIPPINES, INC.",,MT VOLTA,Foreign,8/31/2024,LEYTE,VISPET,Docking / Undocking,Other tug provider,1/2/1900,8/24/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,5,,APPROVED,,,,,,,,,,
8/23/2024,8/23/2024,8/23/2024,Email,"GAC PHILIPPINES, INC.",,MT VOLTA,Foreign,8/28/2024,CDO,PDOC,Docking / Undocking,Other tug provider,1/2/1900,8/24/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,6,,APPROVED,,,,,,,,,,
8/24/2024,8/24/2024,8/24/2024,Viber,FOUR DRAGONS SHIPPING SERVICES,,HAFNIA AMETRINE,Foreign,8/25/2024,DAVAO,SEA OIL,Docking / Undocking,MMSI,1/2/1900,8/24/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,7,,APPROVED,,,,,,,,,,
8/24/2024,8/24/2024,8/24/2024,Viber,BEN LINE AGENCIES PHILS INC,,MV ZHONG QUAN 7,Foreign,8/22/2024,DAVAO,SIDC BRIDGE,Escort/Anchoring,MMSI,1/2/1900,8/23/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,8,Per Hour billing.,APPROVED,,,,,,,,,,
8/24/2024,8/24/2024,8/24/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION ,,MT MARINGAL,Local,8/6/2024,JIMENEZ,SRCD JIMENEZ,Docking / Undocking,MMSI/T20,1/1/1900,8/25/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,9,,APPROVED,,,,,,,,,,
8/24/2024,8/24/2024,8/24/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION ,,MT MARINGAL,Local,8/7/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,MMSI/T20,1/1/1900,8/25/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,10,,APPROVED,,,,,,,,,,
8/24/2024,8/24/2024,8/24/2024,Viber,SITE RESOURCES DEVELOPMENT CORPORATION ,,MT PANGLAO,Local,8/19/2024,JIMENEZ,SRDC JIMENEZ,Docking / Undocking,MMSI/T20,1/1/1900,8/25/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,11,,APPROVED,,,,,,,,,,
8/24/2024,8/24/2024,8/24/2024,Viber,WINDBAY SHIPPING & LOGISTICS INC.,,MV DK ILIOS,Foreign,8/30/2024,DAVAO,LEGASPI OIL,Docking / Undocking,MMSI,1/2/1900,8/25/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,12,,APPROVED,,,,,,,,,,
8/25/2024,8/25/2024,8/25/2024,Viber,INSULAR OIL CORPORATION,,ESPADA,Local,8/26/2024,CDO,PDOC,Docking / Undocking,Other tug provider,1/1/1900,8/25/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,13,,APPROVED,,,,,,,,,,
8/27/2024,8/27/2024,8/27/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC.",,TAN AN BONANZA,Foreign,8/29/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,8/27/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,14,,APPROVED,,,,,,,,,,
8/29/2024,8/29/2024,8/29/2024,Viber,"OMS SHIPPING SERVICES & LOGISTICS, INC",,TUANG DUNG 36,Foreign,9/5/2024,DAVAO,KUDOS,Docking / Undocking,MMSI,1/2/1900,8/30/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,15,,APPROVED,,,,,,,,,,
8/30/2024,8/30/2024,8/30/2024,Viber,JC&V,,MV PEACE GARDEN,Foreign,9/5/2024,DAVAO,TSI,Docking / Undocking,MMSI,1/2/1900,8/30/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,16,,APPROVED,,,,,,,,,,
9/1/2024,9/1/2024,9/1/2024,Viber,INSULAR OIL CORPORATION,,MT AVA V316,Local,9/2/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,17,,APPROVED,,,,,,,,,,
9/1/2024,9/1/2024,9/1/2024,Viber,INSULAR OIL CORPORATION,,MT AVA V316,Local,9/2/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,18,,APPROVED,,,,,,,,,,
9/1/2024,9/1/2024,9/1/2024,Viber,INSULAR OIL CORPORATION ,,MT AVA V316,Local,9/2/2024,CPI,DAVAO,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,19,,APPROVED,,,,,,,,,,
9/1/2024,9/1/2024,9/1/2024,SMS,NARRA TANKER CORP,,NTC HERON,Local,9/2/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,20,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V317,Local,9/6/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,21,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V317,Local,9/6/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,22,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V317,Local,9/6/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,23,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V318,Local,9/11/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,24,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V318,Local,9/11/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,25,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V318,Local,9/11/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,26,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V319,Local,9/14/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,27,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V319,Local,9/14/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,28,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSUALR OIL CORPORATION,,MV AVA V319,Local,9/14/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,29,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V320,Local,9/19/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,30,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V320,Local,9/19/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,31,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V320,Local,9/19/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,32,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V321,Local,9/26/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,33,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V321,Local,9/26/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,34,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Viber,INSULAR OIL CORPORATION,,MV AVA V321,Local,9/26/2024,DAVAO,CPI,Docking / Undocking,MMSI,1/2/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,35,,APPROVED,,,,,,,,,,
9/2/2024,9/2/2024,9/2/2024,Email,"GAC Philippines, Inc",,MT ATLANTIC T,Foreign,9/12/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/3/1900,9/2/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,36,,APPROVED,,,,,,,,,,
9/3/2024,9/3/2024,9/3/2024,Email,"HONOR MERIT PHILIPPINES, INC",,LPG/C VIS,Foreign,9/6/2024,BOHOL,PRYCE GAS,Docking / Undocking,MMSI,1/1/1900,9/4/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,37,,APPROVED,,,,,,,,,,
9/5/2024,9/5/2024,9/5/2024,Viber,NARRA TANKERS,,NTC HARIBON,Foreign,9/8/2024,DAVAO,PETRON,Docking / Undocking,MMSI,1/2/1900,9/6/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,38,,APPROVED,,,,,,,,,,
9/6/2024,9/6/2024,9/6/2024,Email,SMITHBELL,,MV KEN RYU,Foreign,9/10/2024,DAVAO,HOLCIM,Docking / Undocking,MMSI,1/2/1900,9/6/2024,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,39,,APPROVED,,,,,,,,,,
9/7/2024,9/7/2024,9/7/2024,Call,INSULAR OIL CORPORATION,,ESPADA,Local,9/7/2024,DAVAO,IOC,Docking / Undocking,MMSI,1/2/1900,9/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,40,,APPROVED,,,,,,,,,,
9/7/2024,9/7/2024,9/7/2024,Call,INSULAR OIL CORPORATION,,ESPADA,Local,9/7/2024,DAVAO,IOC,Tending,MMSI,1/1/1900,9/8/2024,RML,,,marketing.officer@malayanmaritime.com,APPROVED,41,,APPROVED,,,,,,,,,,
