Timestamp,Email Address,Full Name,Position,Dispatch/Mooring Ticket #,Choose COS/Vessel details,Date Today,Terminal,Vessel,Voyage #,Date of Start of Activity/Service,Time of Start of Activity/Service,Date of End of Activity/Service,Time of End of Activity/Service,Tugboat/Service Provider,Master/Officer on Duty,Type of Activity,Remarks,Column 18,Terminal,Vessel,Voyage #,Column 22,Voyage #,Column 20,Column 20,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 33,Column 34,Column 35,per type,Client,Column 38
1/23/2026 9:11:33,mmsi-ops@malayanmaritime.com,DJB,OM,,,36236,"COS#_[000000]_DAVAO_HOLCIM_[005-004]_WILHELMSEN-SMITH BELL SHIPPING, INC._[0023]_MV POAVOSA WISDOM III_[0716]",1/22/2026,19:30,1/22/2026,22:40,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_DAVAO_HOLCIM_[005-004]_WILHELMSEN-SMITH BELL SHIPPING, INC._[0023]_MV POAVOSA WISDOM III_[0716]UNDOCKING_[002]",_UNDOCKING_[002],1,,1/22/2026,1/22/2026,Foreign,0.131944444,,0,"WILHELMSEN-SMITH BELL SHIPPING, INC._[0023]","COS#_[000000]_DAVAO_HOLCIM_[005-004]_WILHELMSEN-SMITH BELL SHIPPING, INC._[0023]_MV POAVOSA WISDOM III_[0716]UNDOCKING_[002]"
1/23/2026 9:17:18,mmsi-ops@malayanmaritime.com,DJB,OM,,,35812,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/21/2026,07:41,1/22/2026,16:40,SUN JIN NO.505_[076],"MANLANGIT, JUN MARK_[9044]",,,,TENDING_[010],,,,,,,,,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]TENDING_[010]",_TENDING_[010],1,,1/21/2026,1/22/2026,Foreign,1.374305556,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]TENDING_[010]"
1/23/2026 9:18:09,mmsi-ops@malayanmaritime.com,DJB,OM,,,35813,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/22/2026,16:40,1/22/2026,18:30,SUN JIN NO.505_[076],"MANLANGIT, JUN MARK_[9044]",,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]UNDOCKING_[002]",_UNDOCKING_[002],1,,1/22/2026,1/22/2026,Foreign,0.076388889,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]UNDOCKING_[002]"
1/23/2026 9:25:33,mmsi-ops@malayanmaritime.com,DJB,OM,,,34427-A,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/22/2026,16:40,1/22/2026,18:30,GENARA-1_[035],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],ASSIST TOW,,,,,,,,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]UNDOCKING_[002]",_UNDOCKING_[002],1,,1/22/2026,1/22/2026,Foreign,0.076388889,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]UNDOCKING_[002]"
1/23/2026 9:27:18,mmsi-ops@malayanmaritime.com,DJB,OM,,,34587,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/22/2026,16:45,1/22/2026,17:50,TUG 20_[071],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]UNDOCKING_[002]",_UNDOCKING_[002],1,,1/22/2026,1/22/2026,Foreign,0.045138889,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CEBU_SPEC PITALO_[003-003]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]UNDOCKING_[002]"
1/23/2026 13:47:25,mmsi-ops@malayanmaritime.com,DJB,OM,,,36557,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060],1/23/2026,09:40,1/23/2026,10:55,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]DOCKING_[001],_DOCKING_[001],1,,1/23/2026,1/23/2026,Local,0.052083333,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]DOCKING_[001]
1/23/2026 13:48:12,mmsi-ops@malayanmaritime.com,DJB,OM,,,36663,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060],1/23/2026,09:30,1/23/2026,10:55,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]DOCKING_[001],_DOCKING_[001],1,,1/23/2026,1/23/2026,Local,0.059027778,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]DOCKING_[001]
1/23/2026 14:45:21,mmsi-ops@malayanmaritime.com,DJB,OM,,,36665,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV HOA BINH 09_[0311],1/23/2026,12:00,1/23/2026,12:55,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV HOA BINH 09_[0311]UNDOCKING_[002],_UNDOCKING_[002],1,,1/23/2026,1/23/2026,Foreign,0.038194444,,0,OMS SHIPPING SERVICES AND LOGISTICS INC._[0027],COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV HOA BINH 09_[0311]UNDOCKING_[002]
1/23/2026 14:46:26,mmsi-ops@malayanmaritime.com,DJB,OM,,,36664,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV OCEAN BRIGHT_[0046]_V[A],1/23/2026,12:55,1/23/2026,14:25,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV OCEAN BRIGHT_[0046]_V[A]DOCKING_[001],_DOCKING_[001],1,,1/23/2026,1/23/2026,Foreign,0.0625,,0,OMS SHIPPING SERVICES AND LOGISTICS INC._[0027],COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV OCEAN BRIGHT_[0046]_V[A]DOCKING_[001]
1/23/2026 17:16:30,mmsi-ops@malayanmaritime.com,DJB,OM,,,36558,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV HOA BINH 09_[0311],1/23/2026,11:45,1/23/2026,12:45,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV HOA BINH 09_[0311]UNDOCKING_[002],_UNDOCKING_[002],1,,1/23/2026,1/23/2026,Foreign,0.041666667,,0,OMS SHIPPING SERVICES AND LOGISTICS INC._[0027],COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV HOA BINH 09_[0311]UNDOCKING_[002]
1/23/2026 17:21:20,mmsi-ops@malayanmaritime.com,DJB,OM,,,36559,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV OCEAN BRIGHT_[0046]_V[A],1/23/2026,12:45,1/23/2026,14:30,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV OCEAN BRIGHT_[0046]_V[A]DOCKING_[001],_DOCKING_[001],1,,1/23/2026,1/23/2026,Foreign,0.072916667,,0,OMS SHIPPING SERVICES AND LOGISTICS INC._[0027],COS#_[000000]_DAVAO_KUDOS_[005-007]_OMS SHIPPING SERVICES AND LOGISTICS INC._[0027]_MV OCEAN BRIGHT_[0046]_V[A]DOCKING_[001]
1/24/2026 8:40:51,mmsi-ops@malayanmaritime.com,DJB,OM,,,32069,COS#_[000000]_LEYTE_VISPET_[007-001]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[390],1/23/2026,16:15,1/23/2026,18:10,HOKUTO_[078],"BREZ, JAYVIE_[2624]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_LEYTE_VISPET_[007-001]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[390]UNDOCKING_[002],_UNDOCKING_[002],1,,1/23/2026,1/23/2026,Local,0.079861111,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_LEYTE_VISPET_[007-001]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[390]UNDOCKING_[002]
1/24/2026 8:55:00,mmsi-ops@malayanmaritime.com,DJB,OM,,,36072,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601],1/22/2026,07:20,1/23/2026,23:20,ALLIE BRAVO_[125],"CINCHEZ, LIONNY BOY_[2189]",,,,TENDING_[010],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]TENDING_[010],_TENDING_[010],1,,1/22/2026,1/23/2026,Foreign,1.666666667,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]TENDING_[010]
1/24/2026 9:02:13,mmsi-ops@malayanmaritime.com,DJB,OM,,,36073,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601],1/23/2026,23:20,1/24/2026,00:25,ALLIE BRAVO_[125],"CINCHEZ, LIONNY BOY_[2189]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]UNDOCKING_[002],_UNDOCKING_[002],1,,1/23/2026,1/24/2026,Foreign,0.045138889,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]UNDOCKING_[002]
1/24/2026 9:03:11,mmsi-ops@malayanmaritime.com,DJB,OM,,,36551,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601],1/23/2026,23:20,1/24/2026,00:45,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]UNDOCKING_[002],_UNDOCKING_[002],1,,1/23/2026,1/24/2026,Foreign,0.059027778,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]UNDOCKING_[002]
1/24/2026 9:05:46,mmsi-ops@malayanmaritime.com,DJB,OM,,,36189,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601],1/22/2026,07:20,1/23/2026,23:25,AMATA MARU_[001],RYAN COSARE_[2276],,,,TENDING_[010],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]TENDING_[010],_TENDING_[010],1,,1/22/2026,1/23/2026,Foreign,1.670138889,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]TENDING_[010]
1/24/2026 9:06:30,mmsi-ops@malayanmaritime.com,DJB,OM,,,36191,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601],1/23/2026,23:25,1/24/2026,00:40,AMATA MARU_[001],RYAN COSARE_[2276],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]UNDOCKING_[002],_UNDOCKING_[002],1,,1/23/2026,1/24/2026,Foreign,0.052083333,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_BEN LINE AGENCIES PHILS INC_[0051]_MT STENA IMPULSE_[0708]_V[2601]UNDOCKING_[002]
1/24/2026 9:09:54,mmsi-ops@malayanmaritime.com,DJB,OM,,,36666,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060],1/24/2026,04:40,1/24/2026,05:25,BOHOL SEA_[002],"CINCHEZ, LIONNY BOY_[2189]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]UNDOCKING_[002],_UNDOCKING_[002],1,,1/24/2026,1/24/2026,Local,0.03125,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]UNDOCKING_[002]
1/24/2026 9:11:36,mmsi-ops@malayanmaritime.com,DJB,OM,,,36560,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060],1/24/2026,04:30,1/24/2026,05:25,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]UNDOCKING_[002],_UNDOCKING_[002],1,,1/24/2026,1/24/2026,Local,0.038194444,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[060]UNDOCKING_[002]
1/24/2026 10:05:28,mmsi-ops@malayanmaritime.com,DJB,OM,,,8896-A,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/23/2026,07:55,1/23/2026,10:55,ILONGO_[009],OTHER TUGMASTER_[M2],,,,DOCKING_[001],VMSI CDO,,,,,,,,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]DOCKING_[001]",_DOCKING_[001],1,,1/23/2026,1/23/2026,Foreign,0.125,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]DOCKING_[001]"
1/24/2026 10:06:42,mmsi-ops@malayanmaritime.com,DJB,OM,,,8895-A,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/23/2026,06:22,1/23/2026,07:35,ILONGO_[009],OTHER TUGMASTER_[M2],,,,BOARDING FORMALITIES_[012],VMSI CDO,,,,,,,,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]BOARDING FORMALITIES_[012]",_BOARDING FORMALITIES_[012],1,,1/23/2026,1/23/2026,#N/A,0.050694444,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]BOARDING FORMALITIES_[012]"
1/24/2026 10:08:58,mmsi-ops@malayanmaritime.com,DJB,OM,,,8683-A,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/23/2026,07:05,1/23/2026,10:50,FOSCON BRIDGE_[116],OTHER TUGMASTER_[M2],,,,DOCKING_[001],VMSI CDO,,,,,,,,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]DOCKING_[001]",_DOCKING_[001],1,,1/23/2026,1/23/2026,Foreign,0.15625,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]DOCKING_[001]"
1/24/2026 10:10:23,mmsi-ops@malayanmaritime.com,DJB,OM,,,8685-A,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]",1/23/2026,07:05,1/23/2026,10:50,SARGAS_[030],OTHER TUGMASTER_[M2],,,,DOCKING_[001],VMSI CDO,,,,,,,,"COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]DOCKING_[001]",_DOCKING_[001],1,,1/23/2026,1/23/2026,Foreign,0.15625,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_CDO_PDOC_[004-001]_MAR-SHIPS AGENCY, INC._[0043]_HAFNIA PHOENIX_[0714]_V[109]DOCKING_[001]"
1/26/2026 8:49:12,mmsi-ops@malayanmaritime.com,DJB,OM,,,36074,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_MOLAVE TANKER CORPORATION_[0024]_MTC GUIJO_[0326]_V[406],1/25/2026,06:20,1/25/2026,07:30,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_MOLAVE TANKER CORPORATION_[0024]_MTC GUIJO_[0326]_V[406]DOCKING_[001],_DOCKING_[001],1,,1/25/2026,1/25/2026,Local,0.048611111,,0,MOLAVE TANKER CORPORATION_[0024],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_MOLAVE TANKER CORPORATION_[0024]_MTC GUIJO_[0326]_V[406]DOCKING_[001]
1/26/2026 8:51:13,mmsi-ops@malayanmaritime.com,DJB,OM,,,36668,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_MOLAVE TANKER CORPORATION_[0024]_MTC GUIJO_[0326]_V[406],1/25/2026,06:20,1/25/2026,07:30,BOHOL SEA_[002],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_MOLAVE TANKER CORPORATION_[0024]_MTC GUIJO_[0326]_V[406]DOCKING_[001],_DOCKING_[001],1,,1/25/2026,1/25/2026,Local,0.048611111,,0,MOLAVE TANKER CORPORATION_[0024],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_MOLAVE TANKER CORPORATION_[0024]_MTC GUIJO_[0326]_V[406]DOCKING_[001]
1/26/2026 8:53:53,mmsi-ops@malayanmaritime.com,DJB,OM,,,36669,COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_MV HE CHANG_[0719],1/25/2026,07:30,1/25/2026,08:20,BOHOL SEA_[002],"CINCHEZ, LIONNY BOY_[2189]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_MV HE CHANG_[0719]UNDOCKING_[002],_UNDOCKING_[002],1,,1/25/2026,1/25/2026,Foreign,0.034722222,,0,CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004],COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_MV HE CHANG_[0719]UNDOCKING_[002]
1/26/2026 9:40:33,mmsi-ops@malayanmaritime.com,DJB,OM,,,36670,COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_CORESKY OL_[0735],1/25/2026,08:20,1/25/2026,10:35,BOHOL SEA_[002],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_CORESKY OL_[0735]DOCKING_[001],_DOCKING_[001],1,,1/25/2026,1/25/2026,Foreign,0.09375,,0,CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004],COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_CORESKY OL_[0735]DOCKING_[001]
1/26/2026 9:42:39,mmsi-ops@malayanmaritime.com,DJB,OM,,,41810-A,COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_MV HE CHANG_[0719],1/25/2026,06:30,1/25/2026,08:30,BOHOL SEA_[002],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],DGM,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_MV HE CHANG_[0719]UNDOCKING_[002],_UNDOCKING_[002],1,,1/25/2026,1/25/2026,Foreign,0.083333333,,0,CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004],COS#_[000000]_DAVAO_SASA PORT_[005-011]_CLIO SHIPPING AND LOGISTICS PHILS. INC_[0004]_MV HE CHANG_[0719]UNDOCKING_[002]
1/26/2026 9:43:40,mmsi-ops@malayanmaritime.com,DJB,OM,,,36561,COS#_[000000]_DAVAO_THERMA SOUTH_[005-017]_PHIL-CEB MARINE SERVICES INC._[0033]_MV CEMTEX INNOVATION_[0730],1/25/2026,02:50,1/25/2026,11:15,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_THERMA SOUTH_[005-017]_PHIL-CEB MARINE SERVICES INC._[0033]_MV CEMTEX INNOVATION_[0730]DOCKING_[001],_DOCKING_[001],1,,1/25/2026,1/25/2026,Foreign,0.350694444,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_THERMA SOUTH_[005-017]_PHIL-CEB MARINE SERVICES INC._[0033]_MV CEMTEX INNOVATION_[0730]DOCKING_[001]
1/26/2026 9:45:25,mmsi-ops@malayanmaritime.com,DJB,OM,,,40796-A,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SAN RAFAEL DOS_[0017]_V[202603],1/25/2026,15:55,1/25/2026,16:55,SAMAL_[060],OTHER TUGMASTER_[M2],,,,DOCKING_[001],DGM,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SAN RAFAEL DOS_[0017]_V[202603]DOCKING_[001],_DOCKING_[001],1,,1/25/2026,1/25/2026,Local,0.041666667,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SAN RAFAEL DOS_[0017]_V[202603]DOCKING_[001]
1/26/2026 9:46:26,mmsi-ops@malayanmaritime.com,DJB,OM,,,36673,COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV TUAN DUNG 36_[0038]_V[37],1/25/2026,14:30,1/25/2026,17:25,BOHOL SEA_[002],"CINCHEZ, LIONNY BOY_[2189]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV TUAN DUNG 36_[0038]_V[37]UNDOCKING_[002],_UNDOCKING_[002],1,,1/25/2026,1/25/2026,Foreign,0.121527778,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV TUAN DUNG 36_[0038]_V[37]UNDOCKING_[002]
1/26/2026 9:47:11,mmsi-ops@malayanmaritime.com,DJB,OM,,,36195,COS#_[000000]_DAVAO_SHELL SASA_[005-013]_SOUTHWEST SHIPS AGENCIES INC_[0063]_LPG SHION_[0736],1/25/2026,14:20,1/25/2026,15:50,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SHELL SASA_[005-013]_SOUTHWEST SHIPS AGENCIES INC_[0063]_LPG SHION_[0736]DOCKING_[001],_DOCKING_[001],1,,1/25/2026,1/25/2026,Foreign,0.0625,,0,SOUTHWEST SHIPS AGENCIES INC_[0063],COS#_[000000]_DAVAO_SHELL SASA_[005-013]_SOUTHWEST SHIPS AGENCIES INC_[0063]_LPG SHION_[0736]DOCKING_[001]
